title,artist,album_art_url
It Ain't Me,Kygo x Selena Gomez,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f9dcc529e62f2a4675f88738
I Knew You Were Trouble.,Taylor Swift,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0263d77f99117b28af9f656918
Call Me Maybe,Carly Rae Jepsen,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02d3ee4bf67c2ac2154006ad72
Dust In The Wind,Kansas,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0259f0f56a7cd13526b5b4204c
Dangerous Woman,Ariana Grande,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0233342c57a9b2c4e04c97b3f5
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02896ffcd42561c44fea2bae7b
Run This Town,"""Jay-Z, Rihanna & Kanye West""",https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fec1b815bb3c50a64a90fd10
Hey Mama,"""David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack""",https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0216c016cc839adcbd8ec8a717
You Broke Me First.,Tate McRae,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027e2764c2192137c81a9e2cab
Feel This Moment,Pitbull Featuring Christina Aguilera,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0211b2eb5bcb327273edb57cc4
November Rain,Guns N' Roses,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e44963b8bb127552ac761873
Fallin',Alicia Keys,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e026d684b553a40e4a11e1db96d
Where Have You Been,Rihanna,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bef074de9ca825bddaeb9f46
Bad Day,Daniel Powter,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02d5d74dc15f88ec6e02c7378d
Creepin',"""Metro Boomin, The Weeknd & 21 Savage""",https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c4fee55d7b51479627c31f89
Love Song,Sara Bareilles,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027f0eb6a8c3ca507382b57ca8
Fight Song,Rachel Platten,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02622e61c88fa7816e3e995bfd
Your Song,Elton John,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024b292ed7c7360a04d3d6b74a
Lovin On Me,Jack Harlow,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023a5390aae0708eefa335b4bf
Unwritten,Natasha Bedingfield,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b337e1ca6629a53c66a3b0d4
Don't Stop Believin',Journey,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0223290120a609a65e14cfe018
Good Feeling,Flo Rida,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0287be2cd7396e138e74cb347c
Everybody [Backstreet's Back],Backstreet Boys,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02a61d92683456632d714508ad
Million Dollar Baby,Tommy Richman,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0201c0cd5da820e6128655854f
Twist And Shout,The Beatles,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02dbeec63ad914c973e75c24df
Down Under,Men at Work,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02aa5e4c9da271951ac0b31fa2
Enter Sandman,Metallica,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c1a13209dfe146aef3296e34
Proud Mary,Creedence Clearwater Revival,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02e1f18ad145decb952b8191d3
Adventure Of A Lifetime,Coldplay,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028ff7c3580d429c8212b9a3b6
Nice For What,Drake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f907de96b9a4fbc04accc0d5
I Will Survive,Gloria Gaynor,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022a1049b6d0d2b4c3c0abe7a8
Man I Need,Olivia Dean,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029a336bfb6d40bbd90a507417
You Found Me,The Fray,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0292b32435efed601fc8f1045d
Livin' La Vida Loca,Ricky Martin,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02e7e9b85cc1f021ec12130d80
Break My Heart,Dua Lipa,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bb1e7090e662ce98b0e1b4c0
Brown Eyed Girl,Van Morrison,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02a145a9479143ec784e2db548
Goosebumps,Travis Scott,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e020bffddcd4c83baab8303c44d
Numb,Linkin Park,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e025f1f51d14e8bea89484ecd1b
Let's Stay Together,Al Green,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a1fc113a6858d0824d9aaf38
In My Feelings,Drake,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f907de96b9a4fbc04accc0d5
Ride Wit Me,Nelly Featuring City Spud,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a7ad64a69a42647de9dd0dad
If You Leave Me Now,Chicago,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021de27f12958ceb8b1f65461a
My Heart Will Go On,Celine Dion,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02def7146ca744f3b1bf838404
Killer Queen,Queen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0209e2ec500166cf2d5ac21050
Goodbye Yellow Brick Road,Elton John,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f72f1e38e9bd48f18a17ed9b
Rain On Me,Lady Gaga & Ariana Grande,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026040effba89b9b00a6f6743a
Redbone,Childish Gambino,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021c29562d6e8c1f55bb1311d5
Boom Boom Pow,The Black Eyed Peas,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02382514f0114ba8f4a16d5db4
Yummy,Justin Bieber,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e027fe4a82a08c4f0decbeddbc6
Laugh Now Cry Later,Drake Featuring Lil Durk,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0252c75ed37313b889447011ef
"""Young, Wild & Free""",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fbd3128cc27caae9c0f1c03a
Gangnam Style,PSY,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0220c8eba212bd2e4305304af8
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e024d1a7a3e5043173883653ffc
Teenage Dream,Katy Perry,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d20c38f295039520d688a888
All The Stars,Kendrick Lamar & SZA,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e45081495e3a5c7241b20854
Wind Of Change,Scorpions,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02787674b6a114f98cad6f834b
Love Me Harder,Ariana Grande & The Weeknd,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0246d1ba2fae86b9c5702533e7
Paralyzer,Finger Eleven,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02e9c3c16b480e1c5a84d7b188
Suspicious Minds,Elvis Presley,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02b26c34d79e4cdaa73672a0b1
What I've Done,Linkin Park,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e026e996745f2c7b8036abef213
Dilemma,Nelly Featuring Kelly Rowland,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a8b9f97b9ea065b9a857e93f
Kings & Queens,Ava Max,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ea46ceca00d552337e5b8ac2
All That She Wants,Ace of Base,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fda5556cb6981c3113df6175
Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e803716268c173c3f9a0c057
Finesse,Bruno Mars & Cardi B,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0247e522adf030a78615cdea06
Toxic,Britney Spears,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02efc6988972cb04105f002cd4
Glamorous,Fergie Featuring Ludacris,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020283b8c1365d34315f5807bf
Whistle,Flo Rida,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0287be2cd7396e138e74cb347c
Footloose,Kenny Loggins,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0219db9ac54c80a898a179f0f1
Waterfalls,TLC,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e023ae63e3e2d9da8366e33fdab
Because Of You,Kelly Clarkson,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02158c72ad0003cb37ca0c9eff
I Want To Know What Love Is,Foreigner,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023e030a7e606959674643d274
Carry On Wayward Son,Kansas,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021be40e44db112e123e5e8b51
Dani California,Red Hot Chili Peppers,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0209fd83d32aee93dceba78517
Sweet Home Alabama,Lynyrd Skynyrd,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0217e1907923e91181f38290ac
"""Hold On, We're Going Home""",Drake Featuring Majid Jordan,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a463abe56cf67ca7f6b8cdd1
Fergalicious,Fergie,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020283b8c1365d34315f5807bf
Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029173e50e99bdea2400222f02
Messy,Lola Young,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026aa2a180c7b009ca8454ef89
Night Fever,Bee Gees,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0252038992fc6d7868f31d23b7
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023bd1de7368f5f1efd1d787b3
All Out Of Love,Air Supply,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ce152af8c51f3030bbd6435e
Moonlight,XXXTENTACION,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0219f38111bd020b2027232d3c
Man! I Feel Like A Woman!,Shania Twain,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02aaf012d56b8c72658da6c45f
Vampire,Olivia Rodrigo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e85259a1cae29a8d91f2093d
Bad And Boujee,Migos Featuring Lil Uzi Vert,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e026275aeac316378b0dd4f31fd
(Don't Fear) The Reaper,Blue Oyster Cult,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02aa802dc9f870e66a8bb6a2a2
Bleeding Love,Leona Lewis,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e6ad6ae83f74c9e3eb3132ab
American Boy,Estelle Featuring Kanye West,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0298dc3e242a818007dd67b7c5
Wide Awake,Katy Perry,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02937af329667311f4b2831616
We Are Never Ever Getting Back Together,Taylor Swift,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021c248e90c3e569f90aef9dec
Water,Tyla,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023b4e7b8d3e6d063692406021
"""Dance, Dance""",Fall Out Boy,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02221e68c325cfc3821a2a6939
When The Party's Over,Billie Eilish,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0250a3147b4edd7701a876c6ce
It's My Life,Bon Jovi,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e027a231174875d7930de9dad58
Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bc9aee64bdca004ce82c10bc
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02cfdf40cf325b609a52457805
Karma Chameleon,Culture Club,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c7d7cdad0c2ffa5620129ee8
Miss Independent,Ne-Yo,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e025694163d7c4ab48251e9b57c
I Know You Want Me (Calle Ocho),Pitbull,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a511f69870fa68e7ba78c099
I Want It That Way,Backstreet Boys,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022160c02bc56f192df0f4986b
SOS,Rihanna,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02d744a51e193d52170070062b
Enjoy The Silence,Depeche Mode,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02234bbbad4dce31cd2950af3e
What's My Name?,Rihanna Featuring Drake,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0231548865f7c729290b96c794
One Last Breath,Creed,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0280f657ac765c30dc9cf96b2f
We Didn't Start The Fire,Billy Joel,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ce32b2f1b4b9e2f1c68f84cc
Stargazing,Myles Smith,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029f308abc74180f2e0e66508a
Maria Maria,Santana Featuring The Product G&B,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0205517e4e2defded1e818d3d0
What's Up?,4 Non Blondes,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02381371cb8ce680d0dc324600
About Damn Time,Lizzo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02719683dadb742c14a81be63d
Sexy And I Know It,LMFAO,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020dfa923895a2814ae422c49a
Hawai,Maluma & The Weeknd,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02079fb6c5ba37dc11d66ce1e2
Stronger (What Doesn't Kill You),Kelly Clarkson,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02253e3f8fce535f72a6b2c4ba
Wouldn't It Be Nice,The Beach Boys,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bde8dfd1922129f3d9e3732f
Oops!...I Did It Again,Britney Spears,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c50b7d96737041f4bfd844d6
Feel Good Inc,Gorillaz,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e64af6953d2f6c2843c87e09
Lose You To Love Me,Selena Gomez,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022abcc266597eb46f897a8666
Time Of Our Lives,Pitbull & Ne-Yo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e6efeff81a318670a292090f
So Sick,Ne-Yo,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029aeedbb4cb36e64f3ed65a3b
Needed Me,Rihanna,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e026be9bac15995f089579074de
My House,Flo Rida,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02cad586071b413dd952caed13
Wolves,Selena Gomez X Marshmello,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02307910d4242c0d6b1fedf955
Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fc0a9cfb0b4d224cda4db6fe
Call Out My Name,The Weeknd,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b6505c9e982312c40f39cf21
Heart Attack,Demi Lovato,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023acee1b4687f712ca89e7f99
Scars To Your Beautiful,Alessia Cara,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020a48794d471447a030998815
Wasted On You,Morgan Wallen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f26e16c256f7042d8f6a814b
A Milli,Lil Wayne,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0202a999c3a283b5392e57737d
Roses,The Chainsmokers Featuring ROZES,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0242dc3783e8e2de8b4643c598
Hotel Room Service,Pitbull,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a511f69870fa68e7ba78c099
Sorry Not Sorry,Demi Lovato,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f70868aec6eebfea4cd16c70
Roxanne,Arizona Zervas,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02069a93617a916760ab88ffea
No Guidance,Chris Brown Featuring Drake,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e020bf1b932009c0bff47b8cb86
Daylight,David Kushner,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d010d5f2882bad368ee24403
Want To Want Me,Jason Derulo,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02c8ef608c30067dd8d3a80f56
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e022dd8a31709137799f5c937f2
First Class,Jack Harlow,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029ba41d0446dee0141062bbe1
Something In The Orange,Zach Bryan,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e025fea929733035d1b5049863d
Welcome To The Black Parade,My Chemical Romance,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02663b6ce496144fa5c3670ac0
Thats What I Want,Lil Nas X,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02f27e4bdc58ebe249a6b90da0
Bartender,T-Pain Featuring Akon,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02baf2f329d4feeb19761eddf4
One Call Away,Charlie Puth,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0215145482a542a9adb282250b
What Lovers Do,Maroon 5 Featuring SZA,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023ad198933a3fd3200b003bb2
Riptide,Vance Joy,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0205d081cbdc2f67d37a364d63
Love You Like A Love Song,Selena Gomez & The Scene,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021c8193de8d62b2ffa49a09db
Elastic Heart,Sia,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b55ed804149fffbb5e35ff34
Without You,The Kid Laroi,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b4d59e6fa7e5e7cbc57ac33a
Cuff It,Beyonce,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0269a3c061676c2020adfe8315
You Proof,Morgan Wallen,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028337dd45f445c35f7292a81e
Locked Away,R. City Featuring Adam Levine,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0274b157379e7686df3d0850a4
Lovely,Billie Eilish & Khalid,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028a3f0a3ca7929dea23cd274c
Truth Hurts,Lizzo,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02cf6e41c933cfc7694da6e6d4
Centuries,Fall Out Boy,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023cf1c1dbcfa3f1ab7282719b
Nothing's Gonna Stop Us Now,Starship,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02377198e5b790b5ebf137bd83
Use Somebody,Kings of Leon,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0279b30684a8e0dd83917c7cc5
Truly Madly Deeply,Savage Garden,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0284fef39a9a8293c86796599f
"Regulate (From ""Above The Rim"")",Warren G & Nate Dogg,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02fb009ec94ffc5a282a06f03b
Be Alright,Dean Lewis,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a787f718fb485b66d6219247
Since U Been Gone,Kelly Clarkson,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02158c72ad0003cb37ca0c9eff
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0238cefb245a6327ef91a712a3
I Love It,Icona Pop Featuring Charli xcx,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0251b4a23b47059a9aef703df6
Until I Found You,Stephen Sanchez,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e028792c3e96f8ab97a767c5d0c
Mercy,Shawn Mendes,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ea3ef7697cfd5705b8f47521
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0255b8f4c3458e256eca14f18f
Him & I,G-Eazy & Halsey,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02046527a9c176f7c2916f3530
Young And Beautiful,Lana Del Rey,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02d7fb3e4c63020039d1cff6b2
Turn Down For What,DJ Snake & Lil Jon,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d905e78cad304de028db39b7
Birthday Sex,Jeremih,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023ef4572e653cc08326c9551a
Provenza,Karol G,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02e70c454b8989f09d1e11ea92
One Last Time,Ariana Grande,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0246d1ba2fae86b9c5702533e7
"""10,000 Hours""",Dan + Shay & Justin Bieber,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02f41cb36be6216ba6ae9c1d65
"Nuthin' But A ""G"" Thang",Dr. Dre,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029710731c9d7baec635f1bab1
Breakeven,The Script,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02dde86e2f18dc87260491d0d1
Let You Down,NF,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e213ce07054083ac1d6695cc
Rap God,Eminem,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02c6338d684995af10c2bf0533
La Tortura,Shakira Feat. Alejandro Sanz,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02afccde0243b5c750c07f6825
Latch,Disclosure Featuring Sam Smith,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02786201dca187d2b0c956c24b
Hot In Herre,Nelly,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02a8b9f97b9ea065b9a857e93f
How Deep Is Your Love,Calvin Harris & Disciples,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0204983fd825ffccc2828f5f5b
Thnks Fr Th Mmrs,Fall Out Boy,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02da071ae7564949fbbfc6904d
Family Affair,Mary J. Blige,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02096a7fc9668305db9d3175fc
XO TOUR Llif3,Lil Uzi Vert,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d7e1c68ed8e464b03095afda
Suga Suga,Baby Bash Featuring Frankie J,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e023a5d0b7bc4d28b51ed8385ec
Talk Dirty,Jason Derulo Featuring 2 Chainz,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ba30e4d27e93015180b4924d
Paper Planes,M.I.A.,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02a17779330c5ff6def05087a7
This Love,Maroon 5,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0292f2d790c6a97b195f66d51e
Titi Me Pregunto,Bad Bunny,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0249d694203245f241a1bcaa72
Let It Go,James Bay,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b2c00c75057284b41f88c304
"It Must Have Been Love (From ""Pretty Woman"")",Roxette,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02d8803dc4ce397d0456114f16
Stolen Dance,Milky Chance,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02266539b00fd32cbcb7579f6c
Part Of Me,Katy Perry,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02937af329667311f4b2831616
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02b37e6176a034d4470304d706
International Love,Pitbull Featuring Chris Brown,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021dc7483a9fcfce54822a2f19
Never Be The Same,Camila Cabello,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02652c9f55dfbf3cfe1800daea
I Love Rock 'N Roll,Joan Jett & The Blackhearts,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e029d931a490797521a395708e8
Gimme More,Britney Spears,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02d0a8bfe18f25429d76886b1e
What Was I Made For?,Billie Eilish,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02ed317ec13d3de9e01fb99c9e
Stuck With U,Ariana Grande & Justin Bieber,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e022babb9dbd8f5146112f1bf86
LoveGame,Lady Gaga,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02e691217483df8798445c82e2
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e023ad198933a3fd3200b003bb2
Not Like Us,Kendrick Lamar,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e021ea0c62b2339cbf493a999ad
Lover,Taylor Swift,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02e787cffec20aa2a396a61647
Love Me,Lil Wayne Featuring Drake & Future,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e023d0fa3f9822032279a1565bc
Piano Man,Billy Joel,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02aff4aef671b2510be7c115b3
"""Break Up With Your Girlfriend, I'm Bored""",Ariana Grande,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e0256ac7b86e090f307e218e9c8
I'm On Fire,Bruce Springsteen,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02a43a6482e327d623bb0c0f77
Remember The Time,Michael Jackson,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02bf4cf0f48b94d0c8297b751a
I Like Me Better,Lauv,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e029ed5fcf212f05d55b1e61eae
Good Life,Kanye West Featuring T-Pain,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e0226f7f19c7f0381e56156c94a
Passionfruit,Drake,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024f0fd9dad63977146e685700
Like A Prayer,Madonna,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e02744ce5f9db16330eb4027f26
Hero,Mariah Carey,https://image-cdn-ak.spotifycdn.com/image/ab67616d00001e024b509947e48d592bfd0d237b
Hypnotize,The Notorious B.I.G.,https://image-cdn-fa.spotifycdn.com/image/ab67616d00001e02fc0a9cfb0b4d224cda4db6fe
