title,artist,spotify_url,duration_ms,release_year
Lovin On Me,Jack Harlow,https://open.spotify.com/track/4xhsWYTOGcal8zt0J161CU,138411,2023.0
Unwritten,Natasha Bedingfield,https://open.spotify.com/track/3U5JVgI2x4rDyHGObzJfNf,259333,2004.0
Don't Stop Believin',Journey,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,250986,1981.0
Good Feeling,Flo Rida,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8,248133,2012.0
Everybody [Backstreet's Back],Backstreet Boys,https://open.spotify.com/track/1di1BEgJYzPvXUuinsYJGP,225360,1997.0
Million Dollar Baby,Tommy Richman,https://open.spotify.com/track/5AJ9hqTS2wcFQCELCFRO7A,155151,2024.0
Twist And Shout,The Beatles,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,155226,1963.0
Down Under,Men at Work,https://open.spotify.com/track/3ZZq9396zv8pcn5GYVhxUi,222320,1981.0
Enter Sandman,Metallica,https://open.spotify.com/track/5sICkBXVmaCQk5aISGR3x1,331266,1991.0
Proud Mary,Creedence Clearwater Revival,https://open.spotify.com/track/6pxWv6GV35VGmcPf5dh6CH,187213,1969.0
Adventure Of A Lifetime,Coldplay,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,263786,2015.0
Nice For What,Drake,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,210746,2018.0
I Will Survive,Gloria Gaynor,https://open.spotify.com/track/7rIovIsXE6kMn629b7kDig,296106,1978.0
Man I Need,Olivia Dean,https://open.spotify.com/track/1qbmS6ep2hbBRaEZFpn7BX,184000,2025.0
You Found Me,The Fray,https://open.spotify.com/track/4IoYz8XqqdowINzfRrFnhi,241853,2009.0
Livin' La Vida Loca,Ricky Martin,https://open.spotify.com/track/0Ph6L4l8dYUuXFmb71Ajnd,243160,1999.0
Break My Heart,Dua Lipa,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT,221820,2020.0
Brown Eyed Girl,Van Morrison,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul,183306,1967.0
Goosebumps,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,243836,2016.0
Numb,Linkin Park,https://open.spotify.com/track/1y1sChqjzdNWzwdHQADMrR,187520,2003.0
Let's Stay Together,Al Green,https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,199396,1972.0
In My Feelings,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,217925,2018.0
Ride Wit Me,Nelly Featuring City Spud,https://open.spotify.com/track/3Gf5nttwcX9aaSQXRWidEZ,291781,2000.0
If You Leave Me Now,Chicago,https://open.spotify.com/track/0KMGxYKeUzK9wc5DZCt3HT,235373,1976.0
My Heart Will Go On,Celine Dion,https://open.spotify.com/track/33LC84JgLvK2KuW43MfaNq,280000,1997.0
Killer Queen,Queen,https://open.spotify.com/track/1CnN9udhDokm7lARZjMji2,179600,1974.0
Goodbye Yellow Brick Road,Elton John,https://open.spotify.com/track/4IRHwIZHzlHT1FQpRa5RdE,192826,1973.0
Rain On Me,Lady Gaga & Ariana Grande,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9,182200,2020.0
Redbone,Childish Gambino,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,326933,2016.0
Boom Boom Pow,The Black Eyed Peas,https://open.spotify.com/track/3oDFtOhcN08qeDPAK6MEQG,251440,2009.0
Yummy,Justin Bieber,https://open.spotify.com/track/1Eyu2wV1pVTgAY8PyIh41R,209177,2021.0
Laugh Now Cry Later,Drake Featuring Lil Durk,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI,261492,2020.0
"""Young, Wild & Free""",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,https://open.spotify.com/track/3FNy4yzOhHhFBeA5p4ofoq,207346,2011.0
Gangnam Style,PSY,https://open.spotify.com/track/03UrZgTINDqvnUMbbIMhql,219493,2012.0
Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,https://open.spotify.com/track/62AuGbAkt8Ox2IrFFb8GKV,203573,1969.0
Teenage Dream,Katy Perry,https://open.spotify.com/track/235LXPXfi0SmOaS9TaCh3c,227741,2010.0
All The Stars,Kendrick Lamar & SZA,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,232186,2018.0
Wind Of Change,Scorpions,https://open.spotify.com/track/3ovjw5HZZv43SxTwApooCM,312360,1990.0
Love Me Harder,Ariana Grande & The Weeknd,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn,236133,2014.0
Paralyzer,Finger Eleven,https://open.spotify.com/track/28IEbk5a7twNTbUEvWslUb,208106,2007.0
Suspicious Minds,Elvis Presley,https://open.spotify.com/track/1H5IfYyIIAlgDX8zguUzns,263135,1969.0
What I've Done,Linkin Park,https://open.spotify.com/track/4wfyFIRnxdIN0v4OGtXcX3,205613,2007.0
Dilemma,Nelly Featuring Kelly Rowland,https://open.spotify.com/track/0ARK753YaiJbpLUk7z5yIM,289160,2002.0
Kings & Queens,Ava Max,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI,162398,2020.0
All That She Wants,Ace of Base,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9,211213,1993.0
Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,https://open.spotify.com/track/70ludZZEUJy1aFVkPI0Kpi,266066,2004.0
Finesse,Bruno Mars & Cardi B,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,217288,2017.0
Toxic,Britney Spears,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,198800,2003.0
Glamorous,Fergie Featuring Ludacris,https://open.spotify.com/track/4N0tDOF2bo9JEpSqLNlpjq,246600,2006.0
Whistle,Flo Rida,https://open.spotify.com/track/3bC1ahPIYt1btJzSSEyyrF,224653,2012.0
Footloose,Kenny Loggins,https://open.spotify.com/track/6W2VbtvMrDXm5vYeB7amkO,220706,1997.0
Waterfalls,TLC,https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY,279506,1994.0
Because Of You,Kelly Clarkson,https://open.spotify.com/track/5Rxa51j0MHgHvauEvglo1R,219613,2004.0
I Want To Know What Love Is,Foreigner,https://open.spotify.com/track/1JLn8RhQzHz3qDqsChcmBl,304786,1984.0
Carry On Wayward Son,Kansas,https://open.spotify.com/track/4DMKwE2E2iYDKY01C335Uw,323000,1976.0
Dani California,Red Hot Chili Peppers,https://open.spotify.com/track/10Nmj3JCNoMeBQ87uw5j8k,282160,2006.0
Sweet Home Alabama,Lynyrd Skynyrd,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg,283800,1974.0
"""Hold On, We're Going Home""",Drake Featuring Majid Jordan,https://open.spotify.com/track/6jdOi5U5LBzQrc4c1VT983,227880,2013.0
Fergalicious,Fergie,https://open.spotify.com/track/6Q44rxzH39y2tjic98Spo5,292373,2006.0
Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX,151666,1967.0
Messy,Lola Young,https://open.spotify.com/track/35ISBknsCeZQtq66xABI9g,284066,2024.0
Night Fever,Bee Gees,https://open.spotify.com/track/0qemIQjSxcKyf42VPfZnfa,212800,2020.0
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,https://open.spotify.com/track/4KULAymBBJcPRpk1yO4dOG,227195,2023.0
All Out Of Love,Air Supply,https://open.spotify.com/track/7dQC53NiYOY9gKg3Qsu2Bs,243000,1980.0
Moonlight,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,135090,2018.0
Man! I Feel Like A Woman!,Shania Twain,https://open.spotify.com/track/6sxptembJVty4sNtcPMAVz,234493,1997.0
Vampire,Olivia Rodrigo,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS,219724,2023.0
Bad And Boujee,Migos Featuring Lil Uzi Vert,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,343150,2017.0
(Don't Fear) The Reaper,Blue Oyster Cult,https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo,308123,1976.0
Bleeding Love,Leona Lewis,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,262466,2007.0
American Boy,Estelle Featuring Kanye West,https://open.spotify.com/track/22UDw8rSfLbUsaAGTXQ4Z8,284733,2008.0
Wide Awake,Katy Perry,https://open.spotify.com/track/5JLv62qFIS1DR3zGEcApRt,220946,2012.0
We Are Never Ever Getting Back Together,Taylor Swift,https://open.spotify.com/track/6kISMRfweKSvgHR0urMQFG,193146,2012.0
Water,Tyla,https://open.spotify.com/track/5aIVCx5tnk0ntmdiinnYvw,200255,2023.0
"""Dance, Dance""",Fall Out Boy,https://open.spotify.com/track/0a7BloCiNzLDD9qSQHh5m7,180266,2005.0
When The Party's Over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,196077,2019.0
It's My Life,Bon Jovi,https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l,224493,2000.0
Give It To Me,Timbaland Featuring Nelly Furtado & Justin Timberlake,https://open.spotify.com/track/0wbDgMuAoy7O7pL3a69uZx,234026,2007.0
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://open.spotify.com/track/5aFQU3VPCQ3YGfKBA4tLfj,250173,2017.0
Karma Chameleon,Culture Club,https://open.spotify.com/track/2wSAWEYUHkt92X4SBAPqZE,252773,1983.0
Miss Independent,Ne-Yo,https://open.spotify.com/track/1yJ5fyqBusR7Verj8JGsKV,232000,2008.0
I Know You Want Me (Calle Ocho),Pitbull,https://open.spotify.com/track/5RzFJd6W40SDTyZkX6xx45,237120,2009.0
I Want It That Way,Backstreet Boys,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya,213306,1999.0
SOS,Rihanna,https://open.spotify.com/track/3sBmTwwsCwty2RNjOOvRVu,238920,2006.0
Enjoy The Silence,Depeche Mode,https://open.spotify.com/track/1JekRMGQ8iN4G1AAdh0SBa,372826,1990.0
What's My Name?,Rihanna Featuring Drake,https://open.spotify.com/track/5FTCKvxzqy72ceS4Ujux4N,263173,2010.0
One Last Breath,Creed,https://open.spotify.com/track/42T2QQv3xgBlpQxaSP7lnK,238240,2001.0
We Didn't Start The Fire,Billy Joel,https://open.spotify.com/track/3Cx4yrFaX8CeHwBMReOWXI,291100,1989.0
Stargazing,Myles Smith,https://open.spotify.com/track/3Vr3zh0r7ALn8VLqCiRR10,172533,2024.0
Maria Maria,Santana Featuring The Product G&B,https://open.spotify.com/track/567UAkWoLBqZ709s3Qcbze,261973,1999.0
What's Up?,4 Non Blondes,https://open.spotify.com/track/0jWgAnTrNZmOGmqgvHhZEm,295533,1992.0
About Damn Time,Lizzo,https://open.spotify.com/track/6HMtHNpW6YPi1hrw9tgF8P,191937,2022.0
Sexy And I Know It,LMFAO,https://open.spotify.com/track/70Vdd1gx5tn84jkAU31ASv,199480,2011.0
Hawai,Maluma & The Weeknd,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,199112,2020.0
Stronger (What Doesn't Kill You),Kelly Clarkson,https://open.spotify.com/track/1nInOsHbtotAmEOQhtvnzP,221946,2011.0
Wouldn't It Be Nice,The Beach Boys,https://open.spotify.com/track/2Gy7qnDwt8Z3MNxqat4CsK,153205,1966.0
Oops!...I Did It Again,Britney Spears,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,211160,2000.0
Feel Good Inc,Gorillaz,https://open.spotify.com/track/0d28khcov6AiegSCpG5TuT,222640,2005.0
Lose You To Love Me,Selena Gomez,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,206458,2019.0
Time Of Our Lives,Pitbull & Ne-Yo,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r,229358,2014.0
So Sick,Ne-Yo,https://open.spotify.com/track/6brl7bwOHmGFkNw3MBqssT,207186,2006.0
Needed Me,Rihanna,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm,191600,2016.0
My House,Flo Rida,https://open.spotify.com/track/6Knv6wdA0luoMUuuoYi2i1,192190,2015.0
Wolves,Selena Gomez X Marshmello,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC,197993,2017.0
Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,https://open.spotify.com/track/4INDiWSKvqSKDEu7mh8HFz,257399,1997.0
Call Out My Name,The Weeknd,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,228373,2018.0
Heart Attack,Demi Lovato,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,210840,2013.0
Scars To Your Beautiful,Alessia Cara,https://open.spotify.com/track/42ydLwx4i5V49RXHOozJZq,230226,2016.0
Wasted On You,Morgan Wallen,https://open.spotify.com/track/3cBsEDNhFI9E82vPj3kvi3,178520,2021.0
A Milli,Lil Wayne,https://open.spotify.com/track/3uqinR4FCjLv28bkrTdNX5,221840,2008.0
Roses,The Chainsmokers Featuring ROZES,https://open.spotify.com/track/3FWPoYBDserKdzcattMFGa,225813,2015.0
Hotel Room Service,Pitbull,https://open.spotify.com/track/6Rb0ptOEjBjPPQUlQtQGbL,237640,2009.0
Sorry Not Sorry,Demi Lovato,https://open.spotify.com/track/7gvd8xj4QgPqbQSsn5pV7d,203760,2017.0
Roxanne,Arizona Zervas,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,163636,2019.0
No Guidance,Chris Brown Featuring Drake,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX,260645,2019.0
Daylight,David Kushner,https://open.spotify.com/track/1odExI7RdWc4BT515LTAwj,212953,2023.0
Want To Want Me,Jason Derulo,https://open.spotify.com/track/7oGZAicScQt96OAW4AruYy,207719,2015.0
Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,https://open.spotify.com/track/3RmKpob8xzv1pzHEQrMJah,230133,2001.0
First Class,Jack Harlow,https://open.spotify.com/track/0wHFktze2PHC5jDt3B17DC,173947,2022.0
Something In The Orange,Zach Bryan,https://open.spotify.com/track/3WMj8moIAXJhHsyLaqIIHI,228013,2022.0
Welcome To The Black Parade,My Chemical Romance,https://open.spotify.com/track/5wQnmLuC1W7ATsArWACrgW,311106,2006.0
Thats What I Want,Lil Nas X,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,143901,2021.0
Bartender,T-Pain Featuring Akon,https://open.spotify.com/track/1RGIjMFMgJxkZHMDXVYzOJ,238800,2007.0
One Call Away,Charlie Puth,https://open.spotify.com/track/7soJgKhQTO8hLP2JPRkL5O,194453,2016.0
What Lovers Do,Maroon 5 Featuring SZA,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,199849,2018.0
Riptide,Vance Joy,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm,204280,2014.0
Love You Like A Love Song,Selena Gomez & The Scene,https://open.spotify.com/track/0laYHRpNTS6i8FXdupHkJ4,188453,2011.0
Elastic Heart,Sia,https://open.spotify.com/track/6kwAbEjseqBob48jCus7Sz,257200,2014.0
Without You,The Kid Laroi,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,161384,2020.0
Cuff It,Beyonce,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS,225388,2022.0
You Proof,Morgan Wallen,https://open.spotify.com/track/5W4kiM2cUYBJXKRudNyxjW,157477,2023.0
Locked Away,R. City Featuring Adam Levine,https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy,227475,2015.0
Lovely,Billie Eilish & Khalid,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,200185,2018.0
Truth Hurts,Lizzo,https://open.spotify.com/track/3HWzoMvoF3TQfYg4UPszDq,173325,2019.0
Centuries,Fall Out Boy,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq,228360,2015.0
Nothing's Gonna Stop Us Now,Starship,https://open.spotify.com/track/3X7uFMzJrEE0sxn62qd8Ch,270333,1987.0
Use Somebody,Kings of Leon,https://open.spotify.com/track/5VGlqQANWDKJFl0MBG3sg2,230760,2008.0
Truly Madly Deeply,Savage Garden,https://open.spotify.com/track/013AWvizllIUEC2FOBzOnh,277266,1997.0
"Regulate (From ""Above The Rim"")",Warren G & Nate Dogg,https://open.spotify.com/track/7nYvUtkQMx1v80S2FH2s9J,248866,1994.0
Be Alright,Dean Lewis,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,196493,2019.0
Since U Been Gone,Kelly Clarkson,https://open.spotify.com/track/6bHfdV6JWdB9HxBs4yqz50,188893,2004.0
For The Night,Pop Smoke Featuring Lil Baby & DaBaby,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S,190476,2020.0
I Love It,Icona Pop Featuring Charli xcx,https://open.spotify.com/track/12zpU2S4lMdrK9dvsOoL1m,157152,2013.0
Until I Found You,Stephen Sanchez,https://open.spotify.com/track/6VhuP99TE6gYNQRJIlAWFD,176666,2022.0
Mercy,Shawn Mendes,https://open.spotify.com/track/7evPpWWu01Klxi0KlPxR17,208733,2016.0
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,173710,2020.0
Him & I,G-Eazy & Halsey,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,268866,2017.0
Young And Beautiful,Lana Del Rey,https://open.spotify.com/track/2nMeu6UenVvwUktBCpLMK9,236053,2013.0
Turn Down For What,DJ Snake & Lil Jon,https://open.spotify.com/track/67awxiNHNyjMXhVgsHuIrs,213733,2013.0
Birthday Sex,Jeremih,https://open.spotify.com/track/16XNk3bVCSHXN1rlwbXtHb,226506,2009.0
Provenza,Karol G,https://open.spotify.com/track/7dSZ6zGTQx66c2GF91xCrb,210200,2022.0
One Last Time,Ariana Grande,https://open.spotify.com/track/7xoUc6faLbCqZO6fQEYprd,197266,2014.0
"""10,000 Hours""",Dan + Shay & Justin Bieber,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,167693,2019.0
"Nuthin' But A ""G"" Thang",Dr. Dre,https://open.spotify.com/track/4YtoipFgf4k0AfD17ZfD5X,238466,1992.0
Breakeven,The Script,https://open.spotify.com/track/285hMzLhJwHVLe9QT9qilk,261426,2008.0
Let You Down,NF,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,212120,2017.0
Imagine,John Lennon/Plastic Ono Band,,,
Rap God,Eminem,https://open.spotify.com/track/6or1bKJiZ06IlK0vFvY75k,363521,2013.0
La Tortura,Shakira Feat. Alejandro Sanz,https://open.spotify.com/track/5BSclXJTa9B0iURhUjZo50,212893,2005.0
Latch,Disclosure Featuring Sam Smith,https://open.spotify.com/track/4kTBakk3h2S678cajDcVTw,255631,2013.0
Hot In Herre,Nelly,https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY,228240,2002.0
How Deep Is Your Love,Calvin Harris & Disciples,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,212495,2015.0
Thnks Fr Th Mmrs,Fall Out Boy,https://open.spotify.com/track/3Zwu2K0Qa5sT6teCCHPShP,203506,2007.0
Family Affair,Mary J. Blige,https://open.spotify.com/track/3aw9iWUQ3VrPQltgwvN9Xu,265866,2001.0
XO TOUR Llif3,Lil Uzi Vert,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,182706,2017.0
Suga Suga,Baby Bash Featuring Frankie J,https://open.spotify.com/track/6Nq5lE0CeOAAAqN4qhkbZU,239026,2003.0
Talk Dirty,Jason Derulo Featuring 2 Chainz,https://open.spotify.com/track/31JwK4iHCf75rnQWoMPU5t,177685,2013.0
Paper Planes,M.I.A.,https://open.spotify.com/track/1ixbwbeBi5ufN4noUKmW5a,205200,2007.0
This Love,Maroon 5,https://open.spotify.com/track/6ECp64rv50XVz93WvxXMGF,206200,2002.0
Titi Me Pregunto,Bad Bunny,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ,243716,2022.0
Let It Go,James Bay,https://open.spotify.com/track/40EB7ABUO6MoWMUwPKptJ7,260532,2015.0
"It Must Have Been Love (From ""Pretty Woman"")",Roxette,https://open.spotify.com/track/6kvoHl80mfCVTv7XnZkjQn,259665,1990.0
Stolen Dance,Milky Chance,https://open.spotify.com/track/2jiPHbFX5XM8TjaTfYJ0eo,313684,2013.0
Part Of Me,Katy Perry,https://open.spotify.com/track/1nZzRJbFvCEct3uzu04ZoL,216160,2012.0
Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,https://open.spotify.com/track/5BrTUo0xP1wKXLJWUaGFtk,264938,2014.0
International Love,Pitbull Featuring Chris Brown,https://open.spotify.com/track/62zFEHfAYl5kdHYOivj4BC,227280,2011.0
Never Be The Same,Camila Cabello,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,226986,2018.0
I Love Rock 'N Roll,Joan Jett & The Blackhearts,https://open.spotify.com/track/2Cdvbe2G4hZsnhNMKyGrie,175173,1981.0
Gimme More,Britney Spears,https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH,251244,2007.0
What Was I Made For?,Billie Eilish,https://open.spotify.com/track/6wf7Yu7cxBSPrRlWeSeK0Q,222369,2023.0
Stuck With U,Ariana Grande & Justin Bieber,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,228482,2020.0
LoveGame,Lady Gaga,https://open.spotify.com/track/5iHDEI2GIsx3YEa9OXPtRJ,216333,2009.0
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,https://open.spotify.com/track/2QbFClFyhMMtiurUjuQlAe,214265,2017.0
Not Like Us,Kendrick Lamar,https://open.spotify.com/track/6AI3ezQ4o3HUoP6Dhudph3,274192,2024.0
Lover,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,221306,2019.0
Love Me,Lil Wayne Featuring Drake & Future,https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg,255053,2013.0
Piano Man,Billy Joel,https://open.spotify.com/track/70C4NyhjD5OZUMzvWZ3njJ,339000,1973.0
"""Break Up With Your Girlfriend, I'm Bored""",Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,190440,2019.0
I'm On Fire,Bruce Springsteen,https://open.spotify.com/track/3PzsbWSQdLCKDLxn7YZfkM,159313,1984.0
Remember The Time,Michael Jackson,https://open.spotify.com/track/4jnFqNWeJCeCRHc4HCdxfd,240134,1991.0
I Like Me Better,Lauv,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,197436,2018.0
Good Life,Kanye West Featuring T-Pain,https://open.spotify.com/track/4ZPdLEztrlZqbJkgHNw54L,207000,2007.0
Passionfruit,Drake,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,298940,2017.0
Like A Prayer,Madonna,https://open.spotify.com/track/1z3ugFmUKoCzGsI6jdY4Ci,342680,2009.0
Hero,Mariah Carey,https://open.spotify.com/track/4FCb4CUbFCMNRkI6lYc1zI,257733,1993.0
Hypnotize,The Notorious B.I.G.,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j,229826,1997.0
Nothin' On You,B.o.B Featuring Bruno Mars,https://open.spotify.com/track/4X5xWMINgGA6l0GoyYkMcr,268320,2010.0
Best Day Of My Life,American Authors,https://open.spotify.com/track/0Dho96aJIZ5LJZXyPllbWA,194186,2014.0
Jump Around,House Of Pain,https://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv,214946,1992.0
Holy,Justin Bieber Featuring Chance the Rapper,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ,212093,2021.0
Yellow,Coldplay,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,266773,2000.0
My Love,Justin Timberlake Featuring T.I.,https://open.spotify.com/track/4NeOWqHmlrGRuBvsLJC9rL,276160,2006.0
Pocketful Of Sunshine,Natasha Bedingfield,https://open.spotify.com/track/4hjuUelurEBKlqpJPJ77Iw,203440,2008.0
Kiss Kiss,Chris Brown Featuring T-Pain,https://open.spotify.com/track/3wKKkGVn7cVSfgPeYYIiXG,250666,2007.0
Talk,Khalid,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,197573,2019.0
Hate It Or Love It,The Game Featuring 50 Cent,https://open.spotify.com/track/2wGSgTmgSF3xjRrHkTc25R,206400,2005.0
Location,Khalid,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,219080,2017.0
Tennessee Whiskey,Chris Stapleton,https://open.spotify.com/track/3fqwjXwUGN6vbzIwvyFMhx,293293,2015.0
Cruel Summer,Taylor Swift,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,178426,2019.0
Wait For U,Future Featuring Drake & Tems,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK,189893,2022.0
Golden Hour,JVKE,https://open.spotify.com/track/5odlY52u43F5BjByhxg7wg,209259,2022.0
Gata Only,FloyyMenor X Cris Mj,https://open.spotify.com/track/2esZG2XFtuoWWA9AfDvSxy,222000,2024.0
Beautiful Crazy,Luke Combs,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,193466,2018.0
Some Nights,fun.,https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl,277040,2012.0
Team,Lorde,https://open.spotify.com/track/3G6hD9B2ZHOsgf4WfNu7X1,193058,2013.0
Wildflower,Billie Eilish,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h,261466,2024.0
Animals,Maroon 5,https://open.spotify.com/track/2bL2gyO6kBdLkNSkxXNh6x,231013,2014.0
Just A Dream,Nelly,https://open.spotify.com/track/3ZdJffjzJWFimSQyxgGIxN,237800,2010.0
Send My Love (To Your New Lover),Adele,https://open.spotify.com/track/3KZcrZ36LW9RnChK1iIkth,223078,2015.0
Thinkin' Bout Me,Morgan Wallen,https://open.spotify.com/track/0PAcdVzhPO4gq1Iym9ESnK,177387,2023.0
Anti-Hero,Taylor Swift,https://open.spotify.com/track/0V3wPSX9ygBnCm8psDIegu,200690,2022.0
All About That Bass,Meghan Trainor,https://open.spotify.com/track/5jSlcXdUGLWOV2pSfYYiBs,187866,2015.0
Ho Hey,The Lumineers,https://open.spotify.com/track/1K3LRUEcUz5FMtPYyg0F45,163133,2012.0
Blame,Calvin Harris Featuring John Newman,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,212960,2014.0
I'll Make Love To You,Boyz II Men,https://open.spotify.com/track/7dfl9X38RhIvB3oSmmneq3,236760,1994.0
Late Night Talking,Harry Styles,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK,177954,2022.0
Waves,Mr. Probz,https://open.spotify.com/track/1iG95bFX5nCh2Ezw1Uo3yg,206327,2014.0
White Iverson,Post Malone,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w,256532,2016.0
Run It!,Chris Brown,https://open.spotify.com/track/7xYnUQigPoIDAMPVK79NEq,229866,2005.0
Shake That,Eminem Featuring Nate Dogg,https://open.spotify.com/track/0fGh0trRN1xz3s41r7V5ce,274440,2005.0
"End Of The Road (From ""Boomerang"")",Boyz II Men,https://open.spotify.com/track/3l3xTXsUXeWlkPqzMs7mPD,351466,1991.0
Seven,Jung Kook Featuring Latto,https://open.spotify.com/track/7x9aauaA9cu6tyfpHnqDLo,184400,2023.0
Black Or White,Michael Jackson,https://open.spotify.com/track/7EsjkelQuoUlJXEw7SeVV4,256017,1991.0
My Immortal,Evanescence,https://open.spotify.com/track/4UzVcXufOhGUwF56HT7b8M,262533,2003.0
